Time,Nome,Usuario,Texto,Data,topicos,Stop words
Flamengo,Cruzeiro morreu em 2019,@Aurelio256278,flamengo 9 x 0,2026-03-19 18:54:37,,
Flamengo,DiegoLopes,@DiegoLo613,acredito vc . maju. os times jogam contra flamengo dão vida. contra corinthians não será fácil mas flamengo ganha 3 1,2026-03-19 18:54:37,,"em, que, o, a, o, o, de, a"
Grêmio,Bersano,@BrunoBersa29907,me lembra grêmio tava tomando 3 américa suarez lá virou jogo gols dois gols assistência,2026-03-19 18:54:37,,"isso, que, o, do, e, o, foi, e, o, e, uma"
Palmeiras,Érich Ribeiro,@oerichribeiro,"não quero vença melhor, vencendo bola. quero ganhar palmeiras roubado. tipo escândalo maior ramon abate abel",2026-03-19 18:54:37,,"que, o, na, do, um, que, do"
Santos,SFC 1912,@NenoSantos39265,"bando modinha,dps santos começa ganhar títulos dnv,vai querer vira sócia ou socio dnv",2026-03-19 18:54:37,,"de, o"
Internacional,Nath,@nathaliaaques,1% pop internacional sou ouvindo minha playlist pop adolescência todos os dias até hoje,2026-03-19 18:54:37,,"o, de, eu, de, da"
Flamengo,Gabs Domingues,@gabriellad11286,"clube regatas flamengo , primeiro maior amor. tirando ele, tenho grande admiração acompanho todos os jogos napoli desde 2017.",2026-03-19 18:54:37,,"de, do, e, uma, e, do"
Corinthians,Leonardo,@LeonardoL4718,quem fez pressão mídia suja junto as putas pederas. torcida real corinthians queria continuasse trabalho,2026-03-19 18:54:37,,"a, foi, a, com, e, a, do, que, ele, o"
Corinthians,Alexandre100fax,@Alexandre1910x,"alexandre mattos, está aí profissional jamais gostaria ver corinthians famoso imã bomba, credo",2026-03-19 18:54:37,,"um, que, eu, de, no, de"
Santos,Menino Craft 🅲🆁🅵,@Cronos_kingxyz,"campeão nacional estuprobol, parabéns santos",2026-03-19 18:53:37,,de
Santos,Romero Britto,@britto_rom80364,então quer dizer hytalo santos só precisava ter levado kamylinha pras festas vorcaro xandão tava liberado?,2026-03-19 18:53:37,,"que, o, a, do, e, do, que"
Vasco,TETRA DA LIBERTADORES,@Jorgecrf07,"contra vasco, lembrou cafu auge nesse jogo, mas contra vasco fácil sei",2026-03-19 18:53:37,,"foi, o, o, no, o, é, eu"
Grêmio,4° Quarto ⁴⁴,@4o_Quarto,grêmio wallpaper google imagens pesquisar (2008),2026-03-19 18:53:37,,
Flamengo,Diego ★彡,@DiegoPi74342939,"mas ninguém discorda flamengo ganhar mais, problema ganhar 10x mais",2026-03-19 18:53:37,,"do, o, é"
Palmeiras,TBS Mitras,@tbsmitras,"vocês choram muito, palmeiras não precisa ganhar grito. diferente vocês, até vídeo já sumiu pra não constatar erro. quero ver qual será novo choro próximo jogo, vier derrota.",2026-03-19 18:53:37,,"o, no, de, que, o, o, no, se, uma"
Palmeiras,Aleph TFT,@AlephTFT,"palmeiras quer fazer pressão arbitragem sozinho kkkkkk, time q falou ""sistema"" ""asterisco""",2026-03-19 18:53:37,,"o, na, o, de, e"
Flamengo,Kaioᶜʳᶠ,@Kaio02345,>flamengo ganhando chelsea viria campeão cwc*,2026-03-19 18:53:37,,"do, que, a, ser, da"
Flamengo,Augusto Lino,@AlanLino1,hoje flamengo gelinho pra descontrair,2026-03-19 18:53:37,,"tem, e, um"
Palmeiras,Thiago Janning,@janning_thiago,"palmeiras 3 coletivas seguidas seus técnico medíocre reclamando, aí diretoria são paulo posiciona , diretoria palmeiras vai reclamar",2026-03-19 18:53:37,,"tá, a, com, a, do, se, a, do"
Cruzeiro,"Costa, o prósperoᶜᵉᶜ 03/45",@Eu__Erik35,"sorteio queria cruzeiro pegasse independente del valle cruzeiro deportivo la guaira universidad central “ah mas são os mais fracos”, quero os mas fracos",2026-03-19 18:53:37,,"o, que, eu, que, o, isso, eu"
Grêmio,Thiago R.,@thiagorp1903,"mas pqp, mais vez narrador dandan escalado jogo grêmio. morte lenta dolorosa.",2026-03-19 18:53:37,,"uma, o, para, o, do, que, e"
Santos,Brunno Cezar,@brunnobcso,depois dele qual tecnico santos fez boa campanha? qual chegou final?,2026-03-19 18:53:37,,"no, em, uma"
Grêmio,Valdair S. Sarmento,@valdairsarmento,"parabéns josias, muito merecido! fazes defesas indiscutíveis nosso grêmio, principalmente contra imprensa hipócrita e, quem sabe, muitos casos vendida.",2026-03-19 18:53:37,,"do, essa, em"
São Paulo,FORA OLTEN AYRES,@th_ca_l,brincadeira desgraça daronco vai apitar choque rei ne? vai todo mundo tomar cu caralho diretoria são paulo fraca omissa bastidores,2026-03-19 18:53:37,,"ta, de, que, essa, de, o, no, do, é, uma, e, nos"
Flamengo,nicole,@louizmalik,mano sorteio eh hora jogo flamengo papagaiada,2026-03-19 18:53:37,,"o, na, do, do, que"
Vasco,Karla Martins,@Karlafisbass,vixi! dei sorte vasco jogou ontem…hehe,2026-03-19 18:53:37,,"que, o"
Grêmio,Berlim Football,@Berlim_Football,"esses times sul nunca conseguem lotar seus estádios, doideira. público bem baixo grêmio x vitória.",2026-03-19 18:53:37,,"do, para"
São Paulo,Thayná Moura,@thayspfc__,"acho sr. anderson barros não assiste às coletivas próprio treinador. assistisse, veria há duas semanas técnico fala mais são paulo próprio clube. rui costa respondeu pergunta só surgiu porque abel não tira nome são paulo boca.",2026-03-19 18:53:37,,"eu, que, o, do, se, que, o, do, do, que, do, uma, que, o, o, do, da"
Palmeiras,JcFlamengo,@flamengo_jc,mas quem sempre rouba palmeiras kkkk,2026-03-19 18:53:37,,"e, o"
Flamengo,RAINDERFRLA,@JonasLu87849107,brasileirão - palmeiras libertadores - flamengo sul-americana - river plate copa brasil - atlético mg mundial clubes - flamengo copa mundo - brasil encima frança!,2026-03-19 18:53:37,,"do, de, do, da"
São Paulo,Pepebike,@pepebike_1,"quatro anos depois ... ""a culpa bolsonaro"". deixe sua risada pior ministro economia história brasil pior prefeito cidade são paulo.",2026-03-19 18:53:37,"ForaLulaLadrão, foraPT","é, do, a, para, o, da, da, do, e, da, de"
Grêmio,John,@djowbats,cá estou pra desgraçar mais noite assistindo grêmio,2026-03-19 18:53:37,,"uma, o"
Cruzeiro,tleticanoXiita ᶜᵃᵐ¹⁹⁰⁸,@AtleticoMGHonra,celular quem simpatizante cruzeiro-mg futebol club.,2026-03-19 18:53:37,,"de, é, do"
Flamengo,Arrow TETRA DA LIBERTADORES ᶜʳᶠ,@iamjotape10,quem inventou colocar jogo flamengo 20h dia minha formatura vsf,2026-03-19 18:52:37,,"de, um, do, de, no, da"
Cruzeiro,ResPeita o TorceDor MT FDP.,@Boemiosfc_fx,somando cruzeiro inter são 86 jogos brasil 2 vitórias contra times série a.,2026-03-19 18:52:37,,"e, no, de"
Vasco,Léo,@90alvs,porque torcedor vasco gama,2026-03-19 18:52:37,,"ele, é, do, da"
Botafogo,Ventura,@Luucas_Ventura,2024 botafogo criou bando merda,2026-03-19 18:52:37,,"do, um, de"
Palmeiras,BeeFootball,@BeeFootballBR,novo patrocínio palmeiras montadora carros chinesa leapmotor pode chegar r$ 30 milhões ano. são r$ 20 milhões fixos + r$ 10 milhões bônus metas projetos via lei federal incentivo. contrato será 2 anos.,2026-03-19 18:52:37,,"do, com, a, de, a, por, em, por, e, de, o, de"
Flamengo,out of context QPEE,@Z4Futebol,comecei gostar futebol pelo meu pai caminhoneiro assistir dbz meu criança ficou muito feliz vendo flamengo derrotar chelsea torneio poder,2026-03-19 18:52:37,,"eu, a, de, ser, e, eu, o, eu, o, o, no, do"
Grêmio,Gols do Brasileirão,@golsdobrasil1,grêmio estreia nova camisa principal jogo hoje. reprodução/premiere,2026-03-19 18:52:37,,"o, no, de"
Flamengo,Fim de Jogo/Veiga de Almeida,@fimdejogoaguva,último lance segundo quarto foram os três lances livres convertidos negrete flamengo fla 41x45 pin,2026-03-19 18:52:37,nbb,"do, por, para, o"
Fluminense,ESCURINATTI ✠✠,@VnOliveira71,"concordo digo mais, mantém lucho savarino n teria perdido jogo, momento q fluminense parou ter bola ataque perdeu jogo !",2026-03-19 18:52:37,,"e, se, o, e, o, o, no, o, de, a, no, o"
Botafogo,Renan Peres (8/45),@Crvgnanzinho,grupo c: olimpia; caracas; audax italiano botafogo,2026-03-19 18:52:37,,e
São Paulo,Renan Peres (8/45),@Crvgnanzinho,grupo b: são paulo; san lorenzo; blooming alianza atlético,2026-03-19 18:52:37,,e
Palmeiras,Wilham Kalil,@AlemaoKalil,vc gosta falar caráter outros ao fazer acusações contra palmeiras vc mostra verdadeiro mau caráter,2026-03-19 18:52:37,,"que, de, do, dos, o, se, um"
Corinthians,Diego,@DieguitoMoura,"1999. segundo jogo marcos, depois veloso machucar. acontecimento chave conquista libertadores. veloso não machuca corinthians seria campeão. são marcos só um!!!",2026-03-19 18:52:37,,"em, do, do, se, para, a, da, se, o, se, o, o, é"
Grêmio,Thiago Schönhof,@tschinoff,inter: 166 grêmio: 143 empates: 142 sabe muito,2026-03-19 18:52:37,,
São Paulo,bruna,@captndanvrz,chegando são paulo clima terrível,2026-03-19 18:52:37,,"em, em"
São Paulo,F.,@aabakali,"""ah mas vc não sai pra passear aí são paulo?"" minha filha vc sabe quanto preço lanche? soma lanche + uber ida volta pq tudo longe nem sempre metro+ ingresso pra entrada algum lugar= 100 conto. nem tudo q quer pode",2026-03-19 18:52:37,,"em, tá, o, do, o, o, e, é, e, tem, um, em, se, se"
Grêmio,ᗰᗩᑎᑌ乙I丅ᗩ,@emanoeIIa,ou grêmio ganha ou suicídio adiantado,2026-03-19 18:52:37,,o
Grêmio,RTI Esporte,@rtiesporte,"grêmio x vitória 19/03/2026: onde assistir, escalações palpites … palpites brasileirão copa brasil? faça suas jogadas blaze, parceira rti esporte. aposte moderação responsabilidade. acesse blaze este link oficial.",2026-03-19 18:52:37,,"e, para, o, e, do, com, a, do, com, e, a, por"
Palmeiras,JcFlamengo,@flamengo_jc,mas quem rouba palmeiras kkkk,2026-03-19 18:52:37,,"e, o"
Vasco,Testeslo13,@ramon_diaz56078,vasco pai botafogo,2026-03-19 18:52:37,,do
Santos,Antônio Henrique,@antoniozzj,escala completa: árbitro: paulo césar zanovelli (fifa/mg) assistente 1: brigida cirilo ferreira (fifa/al) assistente 2: rondinelle santos (cbf/al) 4º árbitro: wiomar santana oliveira (cbf/al) var: gilberto rodrigues castro junior (cbf/pe),2026-03-19 18:52:37,,"dos, de"
Botafogo,Rodrigo Carvalho,@Rcaarvalho,"danilo cria palmeiras, joga mais marlon, voltou europa p botafogo palmeirense nenhum momento criticou ele, pelo contrário só abrir os comentários fotos danilo palmeirense pedindo pra voltar. botafoguense carente demais pqp. kkkkkkkk",2026-03-19 18:52:37,,"o, é, do, que, o, da, o, e, o, em, é, das, do, que, tem, é"
Vasco,Rain,@MizukidaSilva,time ultima vitoria vasco cima gremio,2026-03-19 18:52:37,,"da, do, em, do"
Corinthians,̶P̶A̶U̶L̶O̶,@PVDias2,"dá mesquinhos pelo caso drew,(geral sabe nunca sobre as imagens) quem corinthians sabe passagem panos",2026-03-19 18:52:37,,"isso, que, ser, que, foi, e, é, a, de"
Cruzeiro,Carlos eduardo,@carlosepasc,"boca,cruzeiro,junior, sc, parejito este bombo",2026-03-19 18:52:37,,
Corinthians,"R, o Visionário",@vivisionario,"agradecimento total ao elenco futebol feminino as torcedoras corinthians isso, fique bem claro.",2026-03-19 18:52:37,,"do, e, do, por, que"
Santos,ResPeita o TorceDor MT FDP.,@Boemiosfc_fx,"pezolano 68 jogos pelo cruzeiro 18 inter, ontem chegou segunda vitória contra times série amigo q quis dizer 86 jogos 2 vitórias contra time série delas contra santos vojvoda vários reservas.",2026-03-19 18:52:37,,"tem, e, com, o, ele, a, da, a, foi, isso, da, a, uma, o, do, e, com"
Grêmio,Bersano,@BrunoBersa29907,internacional inclusive passou ter triplo condenações grêmio.,2026-03-19 18:51:37,,"o, a, o, de, que, o"
Santos,Bruno Arcanjo,@xbrunaox,duda santos queria namorar,2026-03-19 18:51:37,,ela
Palmeiras,JcFlamengo,@flamengo_jc,mas quem rouba palmeiras,2026-03-19 18:51:37,,"é, o"
Grêmio,PG,@patronPG,hoje sorteio sula já tô vendo independiente la puta madre interior bolívia grupo grêmio,2026-03-19 18:51:37,,"tem, da, e, o, do, da, no, do"
Flamengo,𝖆𝖏 | lost ﮩ٨ـ✠ﮩ,@aj_alex7,acontece quando torcida vai perdendo essência torcedor começa virar espectador (que vem acontecendo flamengo últimos anos motivo x ou y). qualquer torcedor ficaria maluco hm jogo desse,2026-03-19 18:51:37,,"é, o, que, a, a, de, e, a, é, o, que, com, o, nos, por, em"
Flamengo,Flamengo em Tudo,@FlaEmTudo,"fim segundo quarto maracanãzinho. flamengo 41 x 45 pinheiros, pelo nbb.",2026-03-19 18:51:37,FlaBasquete,"do, no"
Grêmio,Jeferson Bratfisch,@JefersonBr597,cima deles grêmio novo manto 2026,2026-03-19 18:51:37,,"para, com, o"
Flamengo,Marcelo-CR - (3 - 45),@Marcelodied,"ainda bem as torcidas flamengo remo são aliadas, pq não fosse, iria complicado.",2026-03-19 18:51:37,,"que, de, e, se, ser"
Palmeiras,Marcos laerson,@Marcoslaerson,"era pra lucas andrade sair antes libertadores ,pois assim como outra q incompetência dele palmeiras saiu pro boca ,neste ano já mostrou q nãoextrai melhor time não vejo time campeão pelo futebol praticado, já vai tarde!!",2026-03-19 18:51:37,,"da, a, por, o, o, do, e, esse, ele"
Flamengo,✠ Fillipe Mendes ✠,@FillipeMendes3,"tudo bem os clubes série entrarem agora, mas ter potes acho muito errado tbm. era pra poder rolar flamengo x palmeiras cara, como ocorre fa cup",2026-03-19 18:51:37,,"da, a, um, de, na"
Grêmio,mE,@thedreamyem,"geral acho q gostei nova camisa grêmio, mas não gostei muito dourado nessa",2026-03-19 18:51:37,,"em, eu, da, do, do"
Cruzeiro,Noite Celeste,@noiteceleste,"tjd-mg marca julgamento 25 jogadores confusão clássico mineiro! tribunal justiça desportiva minas gerais (tjd-mg) definiu data julgamento envolvidos briga generalizada ocorrida após clássico entre cruzeiro atlético, último dia 8 março",2026-03-19 18:51:37,,"de, por, no, o, de, de, a, para, o, dos, na, o, e, no, de"
Cruzeiro,Neymar não vai pra copa,@ThiagoSavage,prefiro cair ficar bando acomodado mas prefiro mais ainda final ano marcar familiar willian todos prejudicaram cruzeiro mas depois vem chorar dizendo não precisa disso kkkkkk mas deixa rolar quero ver quando acorda aperta pro lado deles,2026-03-19 18:51:37,,"do, que, com, um, de, no, do, de, e, que, o, eles, que"
Cruzeiro,Pedro Henrique,@PedroArrudaAdvg,maior ídolo cruzeiro esporte clube,2026-03-19 18:51:37,,"o, do"
Corinthians,santos,@mariasantosnz,oi hoje nao vou me estressar corinthians,2026-03-19 18:51:37,,"com, o"
Corinthians,MC Ratão,@MCRatao_Gospel,grupo vida // grupo morte nacional (uru) // del valle (ecu) corinthians // corinthians la guaira (ven) // coquimbo unido (chi) rivadavia (arg) // barcelona (ecu),2026-03-19 18:51:37,,"da, da"
Vasco,Claudio Souza,@matchomusic,"sim, mas nem óbvio zubeldia conseguiu enxergar vasco ganhando todos os rebotes, cruzamento atrás cruzamento, defesa desorganizando inerte. futebol simples, mas nem todos conseguem perceber as obviedades decidem partida.",2026-03-19 18:51:37,,"esse, o, e, o, de, a, se, e, ele, o, é, que, uma"
Flamengo,sa,@suayonce,conhecendo clube regatas flamengo hj leao azul vai ter sua primeira vitoria brasileirão,2026-03-19 18:51:37,,"o, de, do, o, no"
Santos,matt,@matthwz_,"melhor exatamente? filha puta tirou libertadores meu time, você pode não santista mas quem santista verdade sabe palmeirense ai fudeu santos",2026-03-19 18:51:37,,"em, que, esse, da, uma, do, ser, é, de, que, esse, o"
Grêmio,Eu,@wbscherner,mas grêmio hein?,2026-03-19 18:51:37,,"e, o"
Palmeiras,Anderson,@LinhoSEP,falou vcs eliminando palmeiras copa brasil gol impedido var resetado porque cbf sumiu as imagens.,2026-03-19 18:51:37,,"o, da, do, com, e, o, foi, a, com"
Grêmio,Diego Torbes,@DiegoTorbesBage,encarar vitória. leo pérez pela primeira vez titular.,2026-03-19 18:50:37,Grêmio,"para, o"
Fluminense,Marcio B.,@whathafuck,"fluminense, libertad, jr barranquila barcelona g.",2026-03-19 18:50:37,,"e, de"
Flamengo,Lss,@luuquuinhass,"só espera jogos grêmio flamengo, pra história acontecer",2026-03-19 18:50:37,,"na, dos, do, e"
Grêmio,Lorenzo¹⁹⁰³,@shamenix,"camisa ja 600 conto, mínimo baixar preço personalização grêmio faz, pq 110 conta pra colocar nome número não dá. personalização deveria máximo 30 pila nome número",2026-03-19 18:50:37,,"a, ta, o, é, o, da, que, é, o, que, e, a, ser, no, com, e"
São Paulo,um aleatório,@Renatobrazleiro,"mutuals outros estados podem me julgas, mas eu, enquanto roraimense nascido criado boa vista atualmente passando maior parte ano amazonas, sempre venho são paulo me sinto outro país",2026-03-19 18:50:37,,"de, um, e, em, e, do, no, que, para, em"
Vasco,OKR4V ✠,@EuSouVascaino_,fosse título vasco seria maior campeão planeta.,2026-03-19 18:50:37,,"se, isso, o, o, do"
São Paulo,Carlos Souza,@dn_imagem,"mais vez foro são paulo, fundado lula age salvar ditadura comunista, não povo escraviza.",2026-03-19 18:50:37,,"uma, o, de, por, para, uma, e, o, que, ela"
Fluminense,LucasCRVG,@Serenocrvg,"“ vasco jogasse maracanã todo jogo ,teria mesma média ingressos idiotice colossal !!!! 1º vasco só não mais sócios pq são januário só cabe 20 mil. os jogos fossem maracanã número associados seria muito maior",2026-03-19 19:13:19,,"se, o, no, a, de, do, isso, é, de, uma, o, tem, se, no, esse, de, e, isso"
Flamengo,arisu ¹⁴,@paranoidcrf,arame liso defesa flamengo,2026-03-19 19:13:16,,"essa, do"
Flamengo,Jade,@jadesferrazz,uai flamengo tomando apavoro remo kkkkkkkkkk,2026-03-19 19:13:15,,do
Flamengo,Laert,@Could_66,"marcação flamengo dormindo, tnc acorda porra",2026-03-19 19:13:14,,"do, ta"
Flamengo,𝓷,@johnnykavnagh,flamengo ter folga morto campo,2026-03-19 19:13:14,,"foi, o, que, ta, em"
Flamengo,Leandro Souza,@Leolegioen,time flamengo está jogando sapato alto absurdo .,2026-03-19 19:13:13,"VamosFlamengo, CRF, Flamengo, colunadofla","o, do, com, um"
Corinthians,Puyol da Lusa,@A2puyol,"tomara alguém leve embora, jogador pipoqueiro. perdeu 3 gols contra corinthians eliminação copa brasil displicente. bertinato apagou até rede social, estranho.",2026-03-19 19:13:12,,"que, o, e, na, da, do, foi, e, o"
Corinthians,🆂🅷🅸 16/45,@SPFCamorinfinit,me lembrou menina teve relação jogador base corinthians faleceu disso,2026-03-19 19:13:10,,"isso, da, que, com, um, da, do, e"
Flamengo,@su_moraess,·,"quando flamengo depende só dele, já sabem né kkkkkkkk",2026-03-19 19:13:23,,o
Flamengo,.,@becartierr,não demostrou os áudios vazados após derrota contra flamengo kkkkkkkk,2026-03-19 19:13:09,,"foi, isso, que, a, o"
Flamengo,aninha ᶜʳᶠ,@anaaflxz,"flamengo todo respeito, vai ferrar",2026-03-19 19:13:08,,"com, se"
Flamengo,Mani,@manucemolin,vsf não consigo assistir jogo flamengo,2026-03-19 19:13:07,,"o, do"
Fluminense,Léo,@santtLeo,torcida remo botou mais gente maracanã torcida fluminense clássico,2026-03-19 19:13:07,,"do, no, do, que, a, do, no"
Flamengo,Japoneguinha,@eutamires27,flamengo sofrendo remo kkkkkk,2026-03-19 19:13:02,,com
Corinthians,fe,@kyaandaddy,alguem me fala app iphone q pra ver jogo corinthians graça plmds,2026-03-19 19:13:01,corinthians,"um, do, da, o, do, de"
Flamengo,@rennanevangelista,@1989rennan,luiz araujo nao nivel flamengo! acha craque! so esforçado bem burro tb,2026-03-19 19:13:01,,"tem, de, e, ele, que, é, é, e"
Botafogo,SaiyanCarp,@saiyancarp,cienciano boston river botafogo,2026-03-19 19:12:59,,
Santos,Impricante,@Implicante9,última passagem dele pelo clube santos finalista libertadores ficou bem classificado brasileirão time só tinha marinho como destaque. pouco ou você só quer lacrar mesmo?,2026-03-19 19:12:58,,"na, o, foi, da, e, no, com, um, que, tá"
Flamengo,ColossoTetra-Eneaᶜʳᶠ,@aldineisalim2,q porra essa? bora acordar flamengo!,2026-03-19 19:12:57,,é
Flamengo,ؘ,@fayemengo,flamengo tomando apavoro remo vai tomar cu,2026-03-19 19:12:56,,"o, do, no"
Flamengo,yas.,@yascastte,hm flamengo.,2026-03-19 19:12:55,,
Flamengo,vitão,@V1ct0r_CRF,q porra marcação flamengo,2026-03-19 19:12:54,,"de, é, essa, do"
Flamengo,Agostinho do agreste,@FMLM21,flamengo livrar luiz araújo.,2026-03-19 19:12:51,,"tem, que, se, do"
Flamengo,bruna,@badthirlwalls,sentindo flamengo vai passar vergonha,2026-03-19 19:12:47,,"que, o"
Fluminense,JH,@_joaohector,"parabéns ao jogadores botafogo tiveram postura aí. colônia férias fluminense teve fila pra abraçar outro vagabundo lá. pq pra clube sempre segundo plano, importante são as amizades. bando frouxo caralho",2026-03-19 19:12:47,,"do, que, essa, na, de, do, o, eles, o, tá, em, o, de, do"
Flamengo,Torcedor roxo,@torcedor_roxo,colocar everton araújo dela cruz!,2026-03-19 19:12:47,,"tem, e"
São Paulo,fabs VAI VER A CHAPPELL!,@pinkponylouis,qualquer momento são paulo vai ficar mais pessoa lesbica seu território!,2026-03-19 19:12:46,,"a, com, uma, em"
Flamengo,M. Castro,@Manoel77Crf,marcação flamengo vergonha!!!!!!!,2026-03-19 19:12:46,,"a, do, ta, uma"
Flamengo,Rebs :),@Offdab_,flamengo precisa urgentemente ter dois volantes jovens,2026-03-19 19:12:46,,
Vasco,5,@87ramiroNL,river vasco audax botafogo,2026-03-19 19:12:45,,
Flamengo,Leo,@leonevescruz,"amigo, procura youtube: são paulo 2x2 flamengo, final supercopa 1993, corinthians 2x2 flamengo pelo campeonato brasileiro 1993. assiste esses jogos você vai ver: nenhum jogo futebol atual chega perto deles.",2026-03-19 19:12:45,,"no, da, de, e, de, a, que, do"
Flamengo,enya ᶜʳᶠ,@mithrwndir,flamengo vai acordar horas?,2026-03-19 19:12:44,,que
Flamengo,Everton Luan,@EvertonLuan18,mds porra marcação flamengo inacreditável,2026-03-19 19:12:44,,"que, de, é, essa, do"
Botafogo,fabregas ★彡,@FabrcioVieiraa,"até remo mais organizado merda botafogo, q fase",2026-03-19 19:12:43,,"o, é, que, essa, de"
Flamengo,Liliana Soares Angelim OTO,@lilianasoares,"cara não sei pra vcs colocam os jogos flamengo pelo premier. jogo inteiro deley. horrível, todo ano assim.",2026-03-19 19:12:43,,"eu, que, do, o, com, é, é"
Flamengo,Trick Fla da Depressão,@trickfladadepre,todo jogo alef manga contra flamengo vira bruno henrique 2019,2026-03-19 19:12:43,,"do, o, ele, o, de"
Flamengo,Bambina di Fiori,@mooniquercm,não sabia flamengo ia sub 20 hoje,2026-03-19 19:12:43,,"que, o, com, o"
Flamengo,Leo C4mpello xᶜᵃᵐᵖᵉᵃᵒ,@LeoCampello3,flamengo dando espaço demais pqp.,2026-03-19 19:12:43,,tá
Corinthians,Bianca Molina,@biimolina,"pode ser, acho tens ponto. até falei vídeo meu fato lingard não estar 100% fisicamente não ter jogo decisivo pela frente (um mata-mata, final, etc) ou algo justificasse urgência, fez corinthians não fizesse operação guerra pra",2026-03-19 19:12:41,,"que, tu, um, em, um, que, o, do, e, um, que, a, com, que, o, uma, de"
Flamengo,Lss,@luuquuinhass,"aberto jogo roma, seleção finalizações bologna, aí n está aparecendo, pior q falta só finalização depois amarrar flamengo",2026-03-19 19:12:41,,"tá, em, o, da, de, do, uma, e, o"
Flamengo,EDITZA,@editza_crf,flamengo mister jardim encantador,2026-03-19 19:12:40,,"do, é"
Flamengo,valente,@goatzmessi,horas flamengo entra campo?? só pra saber mesmo,2026-03-19 19:12:35,,"e, que, o, em"
Vasco,Leonardo Rezende,@leorezendeadv,"incrível! já era possível ter virada como certa antes mesmo segundo gol! torcida entrou jogo aos 10 segundo tempo, levou os 3 pontos pra casa! time vasco simplesmente transe! energia vascaínos, longe, torcida mais poderosa brasil.",2026-03-19 19:12:35,,"foi, a, do, a, no, do, e, do, em, que, dos, de, a, do"
Flamengo,Fernando ᶜʳᶠ ¹⁸⁹⁵,@carica_0074,"vtnc ,tomando sufoco remo? não fode",2026-03-19 19:12:34,,do
Flamengo,jonil de souza,@de_jonil,vem flamengo falta agora remo,2026-03-19 19:12:35,,"e, no"
Flamengo,Aneᶜʳᶠ,@annettwitta,sofrendo pressão remo kkkkkkk flamengo,2026-03-19 19:12:34,,"do, isso, é"
Flamengo,carol tetra da américa,@soymievolucion,vou ficar calada viu flamengo,2026-03-19 19:12:33,,é
Flamengo,VBR,@ReblavGS,"time vergonhoso, mais fácil remo fazer gol flamengo",2026-03-19 19:12:31,,"que, tá, do, um, do, que"
Grêmio,Gustavo¹⁹⁰³,@1903_12__,"grêmio fez gol agora fica atrás esperando vitória, marcar alto.",2026-03-19 19:12:31,,"o, e, o, tem, que"
Flamengo,lucas,@lucas_pontes9,marcação flamengo até agora não encaixou. remo chegar várias vezes aérea flamengo 13 minutos inadmissível. vamos acordar aí.,2026-03-19 19:12:31,,"do, o, na, do, com, é"
Flamengo,Charla Podcast,@CharlaPodcast,muito torcedor mengão bahia? júnior baiano comentou sobre os baianos torcem flamengo também os são contra. confere aí!,2026-03-19 19:12:31,SportingbetNoCharla,"tem, do, na, que, para, o, e, que"
Fluminense,Fluminense ate morrer,@CezarImitando,desserviço pro fluminense,2026-03-19 19:12:30,,"tu, é, um"
Flamengo,Luiz Filipe Carneiro,@luizfilipecm,jogo flamengo identificado prime. mas esse.,2026-03-19 19:12:30,,"o, do, na, tá, no, é"
Flamengo,Simone Soares,@simoneebelinha,flamengo está perdido. acorda!!,2026-03-19 19:12:30,FLAxREM,o
Flamengo,Arouca,@Luiz_Arouca2,vamos acordar flamengo!!,2026-03-19 19:12:30,,
Corinthians,rogério paula silva trindade,@rogriopaulas,"vc conhece história ? vc não sabe procura estudar apelido porco herdado vcs pq vcs tiraram sarro morte 2 ex jogadores ainda queria mesmo tragédia campeonato continuasse nem luto dor família respeitou,vcs piada",2026-03-19 19:12:29,,"a, do, se, o, de, foi, a, da, de, do, e, que, na, o, e, da, é"
Palmeiras,Mendigo (16/45),@mendigo_do_x,"antes nada, mas fica muito ridículo ""auto-entrevista"" próprio assessor palmeiras faz perguntas pra falar, era muito mais fácil ficaria mais íntegro fosse dando declaração queria falar. amadorismo dele gritante.",2026-03-19 19:12:24,,"isso, do, que, essa, em, que, o, do, ele, e, se, ele, a, do, que, ele, é"
Flamengo,ste,@hiansolo,flamengo doido pra tomar gol,2026-03-19 19:12:23,,"o, um"
Flamengo,André Dias Moreira,@DedezinhoDias,passando maus bocados. os lances mais perigosos foram remo acorda mengão,2026-03-19 19:12:23,,"o, por, do"
Fluminense,N,@ncfernandess,colocou mais fluminense,2026-03-19 19:12:23,,"que, o"
Botafogo,ValenBa,@valeennbarrios,millonario blooming botafogo,2026-03-19 19:12:23,,
Flamengo,Pedro Rodrigues,@prr2008,"vitória flamengo sobre líder pinheiros, 80 75 bom jogo rubro-negro parece rejuvenescido depois vitória bcla último sábado. shaq johnson(23 pontos) deodato(21 pontos) foram complementos decisivo negrete(22).",2026-03-19 19:12:23,,"do, o, a, do, que, da, da, do, e, para, um"
Botafogo,Bolavip Brasil,@BolavipBR,"treinador, demitido pelo peixe nesta última quarta-feira (18), nomes monitorados john textor botafogo",2026-03-19 19:12:23,,"o, é, um, dos, por, no"
Flamengo,Dr. L,@DaviLuc4386458,defesa flamengo muito resenha hoje kkkkkkkkk previsivel.,2026-03-19 19:12:23,FLAxREM,"a, do, ta"
