Time,Nome,Usuario,Tempo,Texto
Flamengo,Lescaut ᶜʳᶠ,@Douglaslescaut,6m,"Tirando a parte da hipocrisia verde, ja que é o abel que so fala nisso nas coletivas, áurea 0 desse mano ai, boto com seus dentes solta uma frase e aí sim muda tudo, pq segundo a imprensa de SP foram as frases do boto que fez o flamengo ganhar kkk"
Grêmio,Betzy | AI Goal Intelligence,@BetzyBets,6m," Grêmio vs Vitória
 Brasileirão Betano
 Betzy AI tracking live — instant goal alerts for Premium.
 
t.me/BetzyLiveBot
#Football #Grmio #Vitria"
Flamengo,Luiz Gustavo,@luizgcm18,6m,"Com Royal e Luiz Araújo entre os titulares, o Flamengo escalado para enfrentar o Remo."
Flamengo,FlaUruguai,@edneydenis,6m,"Exatamente oq vc ouviu. No fim das contas a formação da Liga vai depender do Flamengo, vc gostando ou não."
Cruzeiro,Sassa,@Sasamsb,6m,"Oxe!! Eu sou comum! Amo maquiagem, inclusive sou maquiadora! E louca com o Cruzeiro!"
Santos,Alan,@Alan_Pavanetti_,6m,"Ate nisso o Santos perde, tem a pior pagina mil grau dos clubes"
Grêmio,FILIPI,@filipidosreis3,6m,"Bola rolando para Grêmio x Vitória pelo Campeonato Brasileiro 2026.

Vamos, Grêmio!!!
Dá-lhe Tricolor!!!


#Grêmio #Futebol #DiaDeGrêmio #Brasileirão2026"
Grêmio,Antoniofbpa,@Antonio1903_,6m,Manda umas figu aí do Grêmio fazendo favor
Santos,@CasalRN81,·,,"Você quer comparar Neymar no horroroso time do Santos, e Neymar na Seleção Brasileira??? Abra a mente Venê!!!"
São Paulo,gabs,@gfelps_jk,7m,"voltando pra são paulo, só n vou me matar pq estou voltando pro lolla"
Flamengo,Choque Rubro Negro,@ChoqueRN,7m,Flamengo escalado para o duelo contra o Remo.
Grêmio,HIGOR,@Fute_RS,7m,"COMEÇOU
BRASILEIRÃO SÉRIE A 2026
7º RODADA
GRÊMIO 0 X 0 VITÓRIA"
Palmeiras,Alessandro Tsv,@LeonidesAl61140,7m,"Começar organizar dentro de .

Seu Abel Ferreira começou o campeonato falando do jogo,São Paulo X Palmeiras de 2025 pelo Brasileiro.. 

Ontem falou novamente.."
Botafogo,Era Um Dia 30 Como Esse ★彡,@ThiagoSouzaMac5,7m,"Os torcedores do 
@OL
 reclamam que o dinheiro veio pra cá.

Os torcedores do 
@Botafogo
 reclamam que o dinheiro foi pra lá.

Resumindo o Textor sumiu com o dinheiro, fudeu todo mundo e deixou todo mundo duro."
Corinthians,𝐍𝐀𝐂𝐈𝐎𝐍𝐀𝐋,@bolsocampeon899,7m,"NACIONAL 
Corinthians 
Santa fe
Sporting cristal"
Santos,✮ ✮ ✮ ✮ ✮,@twilightini,7m,"acho isso o uó. os dois lados tão atacando a fav do outro, como em toda treta de divas pop, mas sempre sobra apenas pros tinistas. santos não somos, e sabemos, mas né, nenhum é. o que gera impacto é a quantidade maior de tinistas que existem mesmo"
Grêmio,CFD - Futebol e Fantasies,@CFD_Oficial,7m,"Bola rolando na Arena:

Grêmio x Vitória"
Palmeiras,Paulo Onobre,@PauloOnobre2021,7m,"Método do São Paulo, desde os anos 40, o Palmeiras só rebateu."
Vasco,Camarada Betão,@apenas_Beto,7m,O processo de apequenamento do Vasco tragicômico.
Flamengo,wellsy,@almostgris,7m,"A real é que a maioria ali nem sequer procurou saber dos detalhes, é que já estão acostumados a contrariar tudo que o Flamengo faz"
Internacional,A BOLA,@abolapt,7m,"Liga Europa: confira os jogos dos quartos de final e eventuais meias-finais

Leia aqui: 
brnw.ch/21x0T9G

#futebol #internacional"
Flamengo,wellsy,@almostgris,7m,AKAJAKALKAJAJKAK ficou uma cambada de presidente de clube e da imprensa chorando e acabou que o Flamengo tinha razão (obviamente)
Grêmio,memes futebolisticos. - vito,@Mfutebolisticos,7m,"SILÊNCIO QUE COMEÇOU GRÊMIO X VITÓRIA

VAI TOMAR NO C CHORUME DO GRÊMIO"
Grêmio,Guaíba Esporte,@GuaibaEsporte,7m,"BOLA ROLANDO! 

Começa, na Arena, Grêmio x Vitória, partida válida pela sétima rodada do Brasileirão. 

FM 101.3 | APP"
Grêmio,𝗧𝗵𝗮𝗻𝗼𝘀,@othanosbr,7m,"Começou na Arena do Grêmio 

Grêmio x Vitória 

#Brasileirão2026"
Flamengo,edson Silveira Itajai,@edsongeraldoSi3,7m,"@Flamengo
  NO VERMELHO, SANGUE! NO PRETO, RAÇA! NO GRUPO, UNIÃO! TERCEIRA FINAL DE LIBERTADORES SUB-20 SEGUIDA PARA OS GAROTOS DO NINHO!

DOMINGO, VAMOS MAIS UMA VEZ EM BUSCA DA GLÓRIA ETERNA!

VAMOS, FLAMENGOOOOOOOOOOOOOO"
Botafogo,FogãoNET ★彡,@fogaonet,7m,"Jogadores do Botafogo se reúnem, reforçam confiança no trabalho e apoiam Martín Anselmi"
São Paulo,Marco Maccaronni,@MaccaMarco94900,7m,"""amigo ... tudo isso por post no X."" É tipo resposta de seguidor de seita, Não consegue apontar nada de bom na prático. Nem formado R.S. é. Educação: Estudou Direito na Universidade de São Paulo (USP), mas não concluiu o curso. Currículo dele é ""blá blá blá"" que só engana trouxas"
Grêmio,Rádio Grenal,@rdgrenal,7m," 00'/1° - Começa a partida!

#Grêmio 0 x 0 #Vitória

 Campeonato Brasileiro 2026"
Flamengo,Flamengo | Coluna do Fla,@ColunadoFla,7m," FLAMENGO ESCALADO | Com Samuel Lino entre os titulares, Leonardo Jardim define o time para o confronto contra o Remo, às 20h, no Maracanã."
Palmeiras,SPFC SEMPRE,@SPFC_633,7m,"Quando perdemos na bola nunca teve chororo, mas vcs precisam ser Homens e admitir que tivemos 3 jogos recentes com lances escandalosos a favor do Palmeiras"
Grêmio,tai,@taipdsgn,7m,uniforme novo do grêmio = arte pura
Flamengo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,7m,"Mana eu sei, mas o que eu tô falando é o que vi das cartas,  eu n vou mentir sobre que eu vi, posso tá errada, posso, mas foi minha interpretação e Flamengo tem energia de expulsão, se tiver expulsão, pode trazer dificuldade pro jogo"
Palmeiras,Camila Alves,@camilac_alves,7m,"O Palmeiras receberá o Vitória, às 11h do domingo, no Allianz Parque, pelo Brasileiro Feminino!

Ingressos custam R$ 10 e R$ 20, em uma oportunidade legal de ver o time feminino que joga muito em Barueri. 

Tem 1.300 ingressos vendidos. Clube passou todo o jogo ontem divulgando."
Grêmio,O Grêmio ainda me mata,@ogammt,7m,"COMEÇA O JOGO! 

GRÊMIO 0x0 Vitória"
Santos,HIT! Magazine,@hitmagazine_br,7m,"Foto: STARSHIP Entertainment 
Booking: Carol Steinert 
Texto: Janeise Santos 
Chamada de capa: Carol Steinert e Marcella Almeida
Edição de capa: Gustavo Luz"
Flamengo,Camisa 10,@camisa10_app,7m,"Flamengo mira recorde histórico no Brasileirão em jogo contra o Remo; entenda

Leia a matéria completa em 
colunadofla.com/2026/03/flamen
…

Baixe o App Camisa 10 na Play Store!
#Flamengo"
Santos,Arthur Jurídico Isiah Stewart,@FalsoBahiano,7m,"Ah vtnc, esse desgraçado nos assaltou contra o Santos e agora vai apitar outro clássico? Diretoria continua sendo uma piada!"
São Paulo,vit,@mcbadkarma,7m,o conceito do trajeto pro aeroporto de belo horizonte demorar mais que um voo pra são paulo
Grêmio,᳂,@pepsibleck,7m,"esse coral no peito absurdamente dourado é ridículo, chama mais atenção do que o próprio escudo do grêmio.
o imbecil do designer não sabe converter uma imagem pra png? pelo amor de deus"
Flamengo,Central do Fla,@CentralFlaNacao,7m,"ESSA É A ESCALAÇÃO DO FLAMENGO PARA O JOGO DE HOJE, CONTRA O REMO!"
Grêmio,Catarini,@Catarini_Gui,7m,"Se o Grêmio tocar uns 3 nesse vitória hoje, vou comprar a camisa nova só pra dar sorte"
Flamengo,Betano Brasil,@Betano_BR,8m,"A galera confia EM PESO no camisa  do Mengão! 

Pedro vai deixar o dele e liderar o Flamengo no Maracanã pelo Brasileirão Betano? 
tinyurl.com/37bzd3vy

#Confia #Betano"
Santos,OCorre News,@ocorrenews,8m,"Gui Santos segue empilhando elogios no Golden State Warriors 

Único brasileiro na NBA, o ala foi exaltado pelo técnico Steve Kerr e pelos companheiros, que destacaram sua energia, alegria e crescimento dentro da equipe.

Além do prestígio nos bastidores, Gui renovou com os"
Flamengo,Isto és Madrid!!!,@speciallone5,8m,"Vibra o estádio olímpico da cidade histórica, uma das cenas mais lindas que já vi no esporte…. mas que jogador é Santiago Castro, agradeço a Deus todos os dias por Flamengo não ter trago."
Corinthians,Gazeta Esportiva,@gazetaesportiva,8m,"Corinthians volta a Chapecó após quatro anos e defende bom retrospecto 
bit.ly/4du6W4L

#GazetaEsportiva #GazetaTimao"
Flamengo,Centrl do Clube do Remo¹⁹⁰⁵ #FORACONDÉ,@CentralRemo1905,8m,Ei central fala que o Remo não ganha do Flamengo hoje só pra testar um negócio
Cruzeiro,Fabrício Duarte,@Fabricio_d_l,8m,"Tal de Guilherme Gonçalves.. Um q tem macaco de Perfil com camisa do cruzeiro que faz dó.
Quer a cabeça do Pedrinho, quer q leve saia pq segundo ele nao sabe administrar e nao presta.. devido ao início péssimo esse ano. Kkkkk sempre um quebrado q cobra com dinheiros dos outros."
Botafogo,Victor ★彡CAMPEÃO DA AMÉRICA,@emanoelvicto777,8m,"Ponto. O elenco era incrível, tão incrível que os rivais até hj tentam montar pedaços dele. Não vou diminuir esse jogador medíocre que foi pro rival de sp, mas ele em grande parte deve seu auge(no botafogo) ao gregore, que dominava o meio de campo, e marcava por dois."
Grêmio,CAU-TE-LA,@JuarezRoth,8m,"A camisa nova do Grêmio parece até a 
@dedesecco
 de tão bonita."
Santos,Vinz.crr,@Vinz_Crr,8m,"Diretoria vexatória, saiam do santos já!"
Flamengo,nell,@mojitoearp,8m,meu pai com raiva pq meu tio não sabe onde o cruzeiro joga aí ele veio me perguntar que até eu sabia e eu ainda sabia do flamengo
Santos,juliana figueiredo,@jufigue,8m,"O Halloween teve origem em uma das festas CRISTÃS, trazidas pelos imigrantes irlandeses, no período de 1845. A festa era chamada Dia de Todos os Santos, no inglês “All Hallow’s Eve”, e então carinhosamente chamado de “Halloween”. Além de elitista, a patricinha é ignorante "
Flamengo,Clara É TETRA,@clarapralon,8m,"nessa ordem: 
bi mundial do Flamengo
Sesc voltando a ganhar a superliga
SFV ganhando pelo menos uma vnl
Bruno Fernandes ganhando uma PL
Marc Skinner fora do United feminino
Título mundial da seleção feminina de futebol"
Fluminense,Airton,@Airton1075,8m,Fluminense em situação bizarra e indesculpável
Vasco,val que viu a TAYLOR SWIFT,@3butterfly__01,8m,o vasco tá ganhando pq os jogadores colocam funk no vestiário e não louvor
Flamengo,Debinha,@korranony,8m,"Vou perder o jogo do Flamengo mesmo, vou estar na estrada, chegando em Uauá não vai dar tempo,  etc"
Flamengo,Coimbra 12,@Coimbra12crf,8m,kkkkkkkkk na kings league certeza que o neymar joga no flamengo
São Paulo,fernando mortari,@fernandohubne11,8m,Lembro de quando fui ao Brasil são Paulo lá  em julho de 2009 tomei um sorvete da Kibon de limão feito com uma receita da Europa maravilhosa lembro até hoje o gosto  lembro  até hoje
Corinthians,Mala Oficial,@prmalaoficial,8m,"Sinceramente, alguém acha que é razoável esse tipo de conversa em um grupo do núcleo de estudos do Corinthians?
 
Lamentável, mas o único assunto desse pessoal é bater nos outros."
Santos,Noite de Galo,@noitedegalo_,8m,"A sessão está marcada para a próxima terça-feira (24/3), a partir das 19h, na Região Centro-Sul da capital mineira.

O processo é extenso e cita 13 atletas da Raposa e 12 do Galo, além de ambos os clubes e do massagista atleticano, Aluizio Carlos dos Santos."
Flamengo,Joy Tetra,@alvjoy_,8m,"Todo jogo do flamengo eu fico ansiosa, tô aqui com frio na barriga e já vestida com meu manto do tetra"
São Paulo,quem dera,@jasoucancelado,9m,Queridos este fim de semana NÃO CHOVE EM SÃO PAULO! Vivam!!
São Paulo,Seu Jorge,@Dionatamosley,9m,Quero morar na Bela Vista em São Paulo
Palmeiras,Jovem Lobo,@Jaehaerystan,9m,"Uau. Tenho certeza que os torcedores do Inter, Palmeiras e quem mais tivesse disputando o título choram do mesmo jeito. Com as mesmas lágrimas.

Não falou nada de 2020...

E outra, tu acha mesmo que o São Paulo não teve 1 único erro de arbitragem nesse tricampeonato? Pqp"
Vasco,willhg11,@willhg11,9m,"Pode até não parecer, mas o Vasco está voltando a ficar acostumado a saber jogar jogo grande e tomar atitude em meio à dificuldade contra grandes adversários, e não é mais no contexto de luta por rebaixamento. É no de sonhar alto mesmo, pensar que o time pode chegar nas cabeças+"
Santos,Visão Pátria,@PatriaVisao,9m,"Poderia também, 
@Felcca
, dizer por que você tinha, AINDA NO PERÍODO DO EXPOSED que você deu no Hytalo Santos, ESSE POST EM SEU PERFIL (que você só apagou quando 
@schmittpaula
 questionou)?"
Corinthians,𝕵𝖊𝖋𝖋𝖊𝖗𝖘𝖔𝖓 𝕲𝖆𝖇𝖗𝖎𝖊𝖑 ˢᶜᶜᵖ,@sccpjeffx,9m,CORINTHIANS
Vasco,;leachiim,@mikeawful,9m,"Mas gols contra adversários fracos....e contra adversários fracos, ele não tá jogando nada. Contra Vasco ele não foi bem, apesar dos gols. Então é só número de Gols que credencia?

Essa é a justificativa?

Estatística para levar para seleção?"
São Paulo,ANDERSON SANTOSᶜʳᶠ ⁴Lib • ⁹BR | sem fax,@andimitb,9m,"São Paulo né Por acaso é o São Paulo que está reclamando até hoje do Ramon Abel Abati não apitar os jogos kkk Como diz o Arnaldo Ribeiro ""é raro o time prejudicado reclamar menos que o beneficiado"""
Flamengo,𝖆𝖏 | lost ﮩ٨ـ✠ﮩ,@aj_alex7,9m,"O que vem acontecendo na torcida do Flamengo e pelo visto agora na torcida do fluminense é bizarro. Eles estão trocando torcedor por espectadores. Se nao pode comemorar depois de virar um jogo pra 3x2 contra um rival, não pode mais nada no futebol."
Corinthians,Chapecoense,@ChapecoenseReal,9m,"MANTO PREPARADO! 

Estamos prontos para o confronto diante do Corinthians! 

 Luiz Ferrazzo | ACF 

#VamosChape #NósSomosAChape"
Internacional,NelioVilela,@VilelaNelo82,9m,"Quer outra??

Procura ae esses merdas querendo um “grupo internacional de combate a corrupção”, ou seja, pessoas que vc nem conhece, não votou, comandaria de fora pra dentro. Tipo o grupo demoníaco “transparência internacional”."
Flamengo,Cruzeiro morreu em 2019,@Aurelio256278,9m,Flamengo 9 x 0
Flamengo,DiegoLopes,@DiegoLo613,9m,Acredito em vc . Maju.  Os times que jogam contra o Flamengo dão a vida.  Contra o Corinthians não será fácil mas o Flamengo ganha de 3 a 1
Grêmio,Bersano,@BrunoBersa29907,9m,Isso me lembra que o Grêmio tava tomando 3 do AMÉRICA e o Suarez foi lá e virou o jogo gols dois gols e uma assistência
Palmeiras,Érich Ribeiro,@oerichribeiro,9m,"Não quero que vença o melhor, vencendo na bola. 
Quero ganhar do Palmeiras ROUBADO. Tipo um escândalo maior que do Ramon Abate Abel"
Santos,SFC 1912,@NenoSantos39265,9m,"Bando de modinha,dps o Santos começa ganhar títulos dnv,vai querer vira sócia ou socio dnv"
Internacional,Nath,@nathaliaaques,9m,o 1% de pop internacional sou eu ouvindo minha playlist de pop da adolescência todos os dias até hoje
Flamengo,Gabs Domingues,@gabriellad11286,9m,"Clube de Regatas do Flamengo , primeiro e maior amor. 
Tirando ele, tenho uma grande admiração e acompanho todos os jogos do Napoli desde 2017."
Corinthians,Leonardo,@LeonardoL4718,9m,"Quem fez a pressão foi a mídia suja junto com as putas e pederas.

 A torcida real do Corinthians queria que ele continuasse o trabalho"
Corinthians,Alexandre100fax,@Alexandre1910x,9m,"Alexandre Mattos, está aí um profissional que eu JAMAIS gostaria de ver no Corinthians 

Famoso imã de bomba, credo"
Santos,Menino Craft 🅲🆁🅵,@Cronos_kingxyz,10m,"Campeão nacional de estuprobol, parabéns Santos"
Santos,Romero Britto,@britto_rom80364,10m,então quer dizer que o Hytalo Santos só precisava ter levado a Kamylinha pras festas do Vorcaro e do Xandão que tava liberado?
Vasco,TETRA DA LIBERTADORES,@Jorgecrf07,10m,"foi contra o Vasco, lembrou o Cafu no auge nesse jogo, mas contra o Vasco é fácil eu sei"
Grêmio,4° Quarto ⁴⁴,@4o_Quarto,10m,grêmio wallpaper google imagens pesquisar (2008)
Flamengo,Diego ★彡,@DiegoPi74342939,10m,"Mas ninguém discorda do flamengo ganhar mais, o problema é ganhar 10x mais"
Palmeiras,TBS Mitras,@tbsmitras,10m,"Vocês choram muito, o Palmeiras não precisa ganhar no grito.

Diferente de vocês, que até vídeo já sumiu pra não constatar o erro.

Quero ver qual será o novo choro no próximo jogo, se vier uma derrota."
Palmeiras,Aleph TFT,@AlephTFT,10m,"O Palmeiras quer fazer pressão na arbitragem sozinho kkkkkk, o time q falou de ""sistema"" e ""asterisco"""
Flamengo,Kaioᶜʳᶠ,@Kaio02345,10m,>Flamengo ganhando do Chelsea que viria a ser campeão da CWC*
Flamengo,Augusto Lino,@AlanLino1,10m,Hoje tem Flamengo e um gelinho pra descontrair 
Palmeiras,Thiago Janning,@janning_thiago,10m,"Palmeiras tá a 3 coletivas seguidas com seus técnico medíocre reclamando, aí a diretoria do são Paulo se posiciona , a diretoria do Palmeiras vai reclamar"
Cruzeiro,"Costa, o prósperoᶜᵉᶜ 03/45",@Eu__Erik35,10m,"o sorteio que eu queria que o Cruzeiro pegasse 

Independente Del Valle 
Cruzeiro
Deportivo La Guaira 
Universidad Central 

“ah mas são os mais fracos”, ISSO EU QUERO OS MAS FRACOS"
Grêmio,Thiago R.,@thiagorp1903,10m,"Mas pqp, mais uma vez o narrador Dandan escalado para o jogo do Grêmio. Que morte lenta e dolorosa. "
Santos,Brunno Cezar,@brunnobcso,10m,Depois dele qual tecnico no Santos fez boa campanha? Qual chegou em uma final?
Grêmio,Valdair S. Sarmento,@valdairsarmento,10m,"Parabéns Josias, muito merecido! Fazes defesas indiscutíveis do nosso Grêmio, principalmente contra essa imprensa hipócrita e, quem sabe, em muitos casos vendida."
São Paulo,FORA OLTEN AYRES,@th_ca_l,10m,"TA DE BRINCADEIRA QUE ESSA DESGRAÇA DE DARONCO VAI APITAR O CHOQUE REI NE? 

VAI TODO MUNDO TOMAR NO CU CARALHO
DIRETORIA DO SÃO PAULO É UMA FRACA E OMISSA NOS BASTIDORES"
Flamengo,nicole,@louizmalik,10m,mano o sorteio eh na hora do jogo do flamengo que papagaiada
Vasco,Karla Martins,@Karlafisbass,10m,Vixi! Dei sorte que o Vasco jogou ontem…hehe
Grêmio,Berlim Football,@Berlim_Football,10m,"Esses times do Sul nunca conseguem lotar seus estádios, Doideira.

Público bem baixo para Grêmio x Vitória."
São Paulo,Thayná Moura,@thayspfc__,10m,"Eu acho que o Sr. Anderson Barros não assiste às coletivas do próprio treinador. Se assistisse, veria que há duas semanas o técnico fala mais do São Paulo do que do próprio clube. Rui Costa respondeu uma pergunta que só surgiu porque o Abel não tira o nome do São Paulo da boca."
Palmeiras,JcFlamengo,@flamengo_jc,10m,Mas quem sempre rouba e o palmeiras kkkk
Flamengo,RAINDERFRLA,@JonasLu87849107,10m,"Brasileirão - Palmeiras 
Libertadores - Flamengo 
Sul-americana - River plate
Copa do Brasil - Atlético MG
Mundial de clubes - Flamengo 
Copa do mundo - Brasil encima da França!"
São Paulo,Pepebike,@pepebike_1,10m,"Quatro anos depois ...  ""a culpa é do Bolsonaro"".  
Deixe a sua risada para o pior ministro da economia da história do Brasil e pior prefeito da cidade de São Paulo. 
#ForaLulaLadrão 
#foraPT"
Grêmio,John,@djowbats,10m,cá estou pra desgraçar mais uma noite assistindo o grêmio
Cruzeiro,tleticanoXiita ᶜᵃᵐ¹⁹⁰⁸,@AtleticoMGHonra,10m,Celular de quem é simpatizante do Cruzeiro-MG Futebol Club.
Flamengo,Arrow TETRA DA LIBERTADORES ᶜʳᶠ,@iamjotape10,11m,quem inventou de colocar um jogo do flamengo de 20h no dia da minha formatura vsf
Cruzeiro,ResPeita o TorceDor MT FDP.,@Boemiosfc_fx,11m,Somando cruzeiro e Inter são 86 jogos no Brasil 2 vitórias contra times de série A.
Vasco,Léo,@90alvs,11m,Porque ele é torcedor do Vasco da Gama
Botafogo,Ventura,@Luucas_Ventura,11m,2024 do Botafogo criou um bando de merda
Palmeiras,BeeFootball,@BeeFootballBR,11m,"Novo patrocínio do Palmeiras com a montadora de carros chinesa Leapmotor pode chegar a R$ 30 milhões por ano.

São R$ 20 milhões fixos + R$ 10 milhões em bônus por metas e projetos via Lei Federal de Incentivo. O contrato será de 2 anos."
Flamengo,out of context QPEE,@Z4Futebol,11m,"Eu comecei a gostar de futebol pelo meu pai ser caminhoneiro e eu assistir DBZ
O meu eu criança ficou muito feliz vendo o Flamengo derrotar o Chelsea no torneio do poder"
Grêmio,Gols do Brasileirão,@golsdobrasil1,11m,"O Grêmio estreia nova camisa principal no jogo de hoje.

 Reprodução/Premiere"
Flamengo,Fim de Jogo/Veiga de Almeida,@fimdejogoaguva,11m,"Último lance do segundo quarto foram os três lances livres convertidos por Negrete para o Flamengo 

FLA 41x45 PIN
@fimdejogo
 
#nbb"
Fluminense,ESCURINATTI ✠✠,@VnOliveira71,11m,"Concordo e digo mais, Se mantém o Lucho e o savarino n teria perdido o jogo, no momento q o Fluminense parou de ter a bola no ataque perdeu o jogo !"
Botafogo,Renan Peres (8/45),@Crvgnanzinho,11m,Grupo C: Olimpia; Caracas; Audax Italiano e Botafogo
São Paulo,Renan Peres (8/45),@Crvgnanzinho,11m,Grupo B: São Paulo; San Lorenzo; Blooming e Alianza Atlético
Palmeiras,Wilham Kalil,@AlemaoKalil,11m,Vc que gosta de falar do caráter dos outros ao fazer acusações contra o Palmeiras vc se mostra um verdadeiro mau caráter
Corinthians,Diego,@DieguitoMoura,11m,"Em 1999. Segundo jogo do Marcos, depois do Veloso se machucar. Acontecimento chave para a conquista da Libertadores. Se o Veloso não se machuca o Corinthians seria o campeão. São Marcos é só um!!!"
Grêmio,Thiago Schönhof,@tschinoff,11m,"Inter: 166
Grêmio: 143
Empates: 142

Sabe muito"
São Paulo,bruna,@captndanvrz,11m,chegando em são paulo em clima terrível
São Paulo,F.,@aabakali,11m,"""Ah mas vc não sai pra passear aí em São Paulo?""
Minha filha vc sabe quanto tá o preço do lanche? 
Soma o lanche + o uber ida e volta pq tudo é longe e nem sempre tem metro+ um ingresso pra entrada em algum lugar= 100 conto. 
Nem tudo q se quer se pode"
Grêmio,ᗰᗩᑎᑌ乙I丅ᗩ,@emanoeIIa,11m,ou o grêmio ganha ou suicídio adiantado
Grêmio,RTI Esporte,@rtiesporte,11m,"Grêmio x Vitória 19/03/2026: Onde assistir, Escalações e Palpites
rtiesporte.com.br/gremio-x-vitor
…

Palpites para o Brasileirão e Copa do Brasil? Faça suas jogadas com a Blaze, parceira do RTI Esporte. Aposte com moderação e responsabilidade.

 Acesse a Blaze por este link oficial."
Palmeiras,JcFlamengo,@flamengo_jc,11m,Mas quem rouba e o palmeiras kkkk
Vasco,Testeslo13,@ramon_diaz56078,11m,Vasco pai do Botafogo
Santos,Antônio Henrique,@antoniozzj,11m,"Escala completa:

Árbitro: Paulo César Zanovelli (FIFA/MG)
Assistente 1: Brigida Cirilo Ferreira (FIFA/AL)
Assistente 2: Rondinelle dos Santos (CBF/AL)
4º árbitro: Wiomar Santana de Oliveira (CBF/AL)
VAR: Gilberto Rodrigues Castro Junior (CBF/PE)
@udenott"
Botafogo,Rodrigo Carvalho,@Rcaarvalho,11m,"O Danilo é cria do Palmeiras, joga mais que o Marlon, voltou da Europa p o Botafogo e o Palmeirense em nenhum momento criticou ele, pelo contrário é só abrir os comentários das fotos do Danilo que tem palmeirense pedindo pra voltar. Botafoguense é carente demais PQP. Kkkkkkkk"
Vasco,Rain,@MizukidaSilva,11m,Time da ultima vitoria do vasco em cima do gremio
Corinthians,̶P̶A̶U̶L̶O̶,@PVDias2,11m,"Isso que dá ser mesquinhos pelo caso drew,(geral sabe que nunca foi sobre as imagens) e imparciais.. quem é Corinthians sabe a passagem de panos quentes..."
Cruzeiro,Carlos eduardo,@carlosepasc,11m,"Boca,Cruzeiro,junior, SC, parejito este bombo"
Corinthians,"R, o Visionário",@vivisionario,11m,"Agradecimento total ao elenco do futebol feminino e as torcedoras do Corinthians por isso, que fique bem claro."
Santos,ResPeita o TorceDor MT FDP.,@Boemiosfc_fx,11m,"Pezolano tem 68 jogos pelo Cruzeiro e 18 com o Inter, ele ontem chegou a segunda vitória contra times da série A amigo foi isso q quis dizer 86 jogos 2 vitórias contra time da série A uma delas contra o Santos do Vojvoda e com vários reservas."
Grêmio,Bersano,@BrunoBersa29907,12m,O Internacional inclusive passou a ter o triplo de condenações que o Grêmio.
Santos,Bruno Arcanjo,@xbrunaox,12m,Duda Santos  queria namorar ela
Palmeiras,JcFlamengo,@flamengo_jc,12m,Mas quem Rouba é o palmeiras
Grêmio,PG,@patronPG,12m,hoje tem sorteio da sula e já tô vendo o independiente la puta madre do interior da Bolívia no grupo do Grêmio
Flamengo,𝖆𝖏 | lost ﮩ٨ـ✠ﮩ,@aj_alex7,12m,É o que acontece quando a torcida vai perdendo a essência de torcedor e começa a virar espectador (que é o que vem acontecendo com o flamengo nos últimos anos por motivo X ou Y). Qualquer TORCEDOR ficaria maluco em hm jogo desse
Flamengo,Flamengo em Tudo,@FlaEmTudo,12m," Fim do segundo quarto no Maracanãzinho.

Flamengo 41 x 45 Pinheiros, pelo NBB.

#FlaBasquete"
Grêmio,Jeferson Bratfisch,@JefersonBr597,12m,Para cima deles Grêmio com o novo manto 2026
Flamengo,Marcelo-CR - (3 - 45),@Marcelodied,12m,"Ainda bem que as torcidas de Flamengo e Remo são aliadas, pq se não fosse, iria ser complicado."
Palmeiras,Marcos laerson,@Marcoslaerson,12m,"Era pra Lucas Andrade SAIR ANTES da Libertadores ,pois assim como a outra q por incompetência dele o Palmeiras saiu pro Boca ,neste ano já mostrou q nãoextrai o melhor do time e não vejo esse time campeão  pelo futebol praticado, ele já vai tarde!!"
Flamengo,✠ Fillipe Mendes ✠,@FillipeMendes3,12m,"Tudo bem os clubes da série A entrarem agora, mas ter potes acho muito errado tbm. Era pra poder rolar um Flamengo X Palmeiras de cara, como ocorre na FA Cup"
Grêmio,mE,@thedreamyem,12m,"Em geral eu acho q gostei da nova camisa do Grêmio, mas não gostei muito do dourado nessa"
Cruzeiro,Noite Celeste,@noiteceleste,12m,"TJD-MG MARCA JULGAMENTO DE 25 JOGADORES POR CONFUSÃO NO CLÁSSICO MINEIRO! 

O Tribunal de Justiça Desportiva de Minas Gerais (TJD-MG) definiu a data para o julgamento dos envolvidos na briga generalizada ocorrida após o clássico entre Cruzeiro e Atlético, no último dia 8 de março"
Cruzeiro,Neymar não vai pra copa,@ThiagoSavage,12m,Prefiro cair do que ficar com um bando de acomodado mas prefiro mais ainda no final do ano marcar familiar de WILLIAN e todos que prejudicaram o Cruzeiro mas eles depois vem chorar dizendo que não precisa disso kkkkkk mas deixa rolar quero ver quando acorda aperta pro lado deles
Cruzeiro,Pedro Henrique,@PedroArrudaAdvg,12m,O MAIOR ÍDOLO DO CRUZEIRO ESPORTE CLUBE
Corinthians,santos,@mariasantosnz,12m,oi hoje nao vou me estressar com o corinthians
Corinthians,MC Ratão,@MCRatao_Gospel,12m,"Grupo da Vida // Grupo da Morte

Nacional (URU) // Del Valle (ECU)
Corinthians // Corinthians
La Guaira (VEN) // Coquimbo Unido (CHI)
Rivadavia (ARG) // Barcelona (ECU)"
