Time,Nome,Usuario,Tempo,Texto
Vasco,#GAUBORATREINAR ✠¹⁸⁹⁸,@Lzn1NTC,16 min,Vendo esse vídeo morato com a camisa 10 kkk tem retardado q fala q o rojas e o pior 10 da história do Vasco kkkk plmds
Flamengo,davi,@GriecoDavi,16 min,Tu ama muito o Flamengo né
Vasco,bdol ✠,@ab0sta,16 min,De acordo com essa lógica- o Vasco tbm é tricolor
Corinthians,1910 SCCP,@1910bimundial,16 min,"MP não ta nem ai pro Corinthians, pq eles se importariam?"
Palmeiras,Onlyice,@AAice420,16 min,"Neymar contra palmeiras, isso pq as conexões q ele constrói na partida muitas n entram nas notas... Msm assim tem a melhor nota do jogo, sem ter feito o gol ou assist."
Santos,espírito sujismundo do underground,@santossexosteam,16 min,E 3 desses fudidos tão no meu santos
Vasco,͏ Ronnie,@ronnielf11,16 min,"Era só uma companhia pra pegar esse Vasco x imundos no domingo 

Ir sozinho eh maluquice"
São Paulo,fernaandep,@fernaandep,16 min,"Que saco, odeio morar em São Paulo. EU NEM SOU DAQUI"
Vasco,Ney Marshul,@NMarshul,16 min,"Teve muita gente reclamando que o Vasco não contratou Soteldo, que não contratou Ronny...
E por aí vai."
São Paulo,Embajada de España en Brasil/Embaixada da Espanha,@EmbEspBrasil,16 min,"A Embaixadora participou ontem, em São Paulo, do lançamento do “Reconhecimento Iniciativas que Impactam”, iniciativa da Câmara Espanhola que valoriza projetos com impacto social mensurável. Empresas espanholas reforçam seu compromisso com o desenvolvimento social no Brasil."
Botafogo,A.N.D,@Andrlui90137388,16 min,"Cheguei em um dos quiosques da Ragazzo e pedi coxinhas mistas,pois ao avisar que o pagamento seria no débito ,a menina informou que não aceitava cartão do Itaú na máquina e que tbm não teria troco para o valor em espécie.Como entender gente??
Isso em Botafogo hein!!"
São Paulo,Vitor Oliveira,@Vit0r_0liveir4,16 min,"O Bolsonarismo aqui no interior é muito coeso, pode prefeitos e literalmente até o Papa ficar contra o Tarcísio que ainda assim ele leva. A não ser que a Grande São Paulo faça algo fora da curva"
Flamengo,Gabriel Fernandes,@eigbfernandes,17 min,"Cara
Eu só descobri agora que o Vamos flamengo, vamos ser campeão, vamos flamengo 

É paródia da música

I love you baby

Mds"
Grêmio,Gremio Insalubre,@GremioInsalubre,17 min,preparados pra sangrar os olhos nesse bom jogo do Grêmio q se aproxima?
Corinthians,Diego Luz,@diegol10,17 min,"O Corinthians em campo várias vezes me deu tristeza, raiva e ódio. 

As pessoas que “comandam”, esse Corinthians que estamos vendo novamente hoje, me dá nojo, ânsia, pena.

E quem tem voz, bota medo, parece assinar embaixo, “fiscalizar” só pra passar impressões bonitinhas."
Flamengo,Luiz Jimi,@LuizMoraOficial,17 min,"Calma Pilhado, o Flamengo só as 9:30
Horas.
Somo Flávio "
Flamengo,raff,@raffbfr,17 min,"Entendo o medo do sintético, se lesiona também já era

mas po, ñ jogou contra o Flamengo (vice líder) ñ jogou contra o Bahia (G6)  n vai jogar contra o Palmeiras (líder)

O ""merecimento"" pra ser convocado também passa por desempenhar bem em grandes jogos, ele n tá nem jogando..."
Cruzeiro,Futebol Interior,@futebolinterior,17 min,Cruzeiro: jovem goleiro faz história e quebra recorde de Fábio
Flamengo,Italo Lima,@lima_italo35279,17 min,"Eu nasci para te amar meu Flamengo, vamos buscar esses 3 pontos hoje ."
Flamengo,Mansur bin Zayd,@Mansur_bin_Zayd,17 min,Rpz queria muito saber se fosse contra um Flamengo da vida.
Corinthians,Menina do olho marrom,@inarainaraiii,17 min,Continuo torcendo pq é  Corinthians e é uma das coisas que mais amo no mundo pq se dependesse dessas bombas que estão no parque São Jorge eu já tinha era largado faz tempo
Cruzeiro,Futebol Fora Do Eixo,@Footforadoeixo,17 min,"Cruzeiro sinaliza proposta de €6 milhões (R$35 milhões) ao Nottingham Forest por John.

O valor não agrada ao clube inglês, que deseja algo em torno de €10 milhões para negociar o goleiro. 

Via: Bruno Andrade (ESPN)"
Flamengo,smoke,@KaikeErnandes,17 min,Se cbf flamengo seria meno que o Goiás mais respeito irmão
Palmeiras,𐕣,@lucasrodrigsyrn,17 min,"ESTUPRADOR vai conversar com Neymar para tentar convencê-lo a jogar no gramado sintético do Allianz Parque neste sábado, contra o Palmeiras.

Via: 
@UOL
 Raul Barreta/SFC"
Flamengo,Luiza Sá,@luizasabg,17 min,Goleiros do Flamengo no aquecimento
Flamengo,ex rp do gabigol,@camybtriz,17 min,que o flamengo seja a parte boa do meu dia por favor senhor
Flamengo,rafa,@rrafax7,17 min,flamengo ainda nem jogou hoje e eu ja to ansioso pra saber de quanto nois vai ganhar domingo do vascao
Flamengo,N.Rosa,@_Nidia_R,17 min,Flamengoooo. 
Botafogo,Jornal O Dia,@jornalodia,17 min,"Botafogo supera crise nos bastidores e troca de técnico, e termina mês invicto 
odia.ig.com.br/esporte/botafo
… #ODia #Esporte"
Flamengo,phael,@phaelpereiraFla,17 min,"Manto 1 Branco Flamengo! 

V. Jogador: 
s.shopee.com.br/8fOoYUO0dn"
Corinthians,Kevin San,@sankevin_f14,17 min,Vendo boleta de oriental para el partido con corinthians. A precio de abono
Fluminense,George Óreo 1984,@CristoRacional2,17 min,Nunca! Só torcedor de mentalidade pequena ou de time pequeno pode pensar assim. No caso do torcedor do Fluminense nunca devemos apoiar a mediocridade por mais merda que esteja a condição do clube.
Botafogo,cool,@Atreticano1924,17 min,Cala boca velho o Botafogo tem um fodendo título brasileiro por causa de arbitragem e vc mete essa?
Palmeiras,Marcelo Coli,@marcelocoli,18 min,Palmeiras só pensa nele mesmo
Grêmio,Esporte+,@esportemaiss,18 min,"Palestino e Grêmio escalados para a terceira rodada da Sul-Americana.

 21h30
 ESPN 4 e Disney+"
Vasco,NETVASCO,@Netvasco,18 min,"Sub-20: Assista aos melhores momentos de Vasco 1 x 0 Botafogo, pelo Brasileiro"
Flamengo,Fernando Santos,@fernando_s52242,18 min,"E lá vem o Flamengo e suas mangas longas.
Show!
(poderia tanto ser versão jogador), mas é um começo!"
Flamengo,Paparazzo Rubro-Negro,@PapaRubroNegro,18 min,"Ao chegarem ao estádio Jorge Luis Hirschi, os jogadores do Flamengo realizaram o tradicional “reconhecimento” de campo.

Para a maioria, o momento trouxe à memória a classificação histórica para a semifinal da Libertadores conquistada ali em 2025… 

 
@adrianofontesft
 |"
Cruzeiro,cruzeirense doente,@Pedroh_njr,18 min,cruzeiro vai ter q contratar 20 seguranças e levar o wallace se quiser escalar o matheus pereira kkkkk
Grêmio,miguelito,@_omiguelito,18 min,"AO VIVO: #PALESTINO X #GRÊMIO | COPA SUL-AMERICANA 2026 | FUTEBOL GUAÍBA 
youtube.com/live/IeXTfAriT
… 
@GuaibaEsporte
 @rafapfeiffer
 @rafapfeiffer2
 
@dobrunooliveira
 
JP
@NicoWagner
 
@martinmoura_"
Flamengo,Mariana e Maiara Costa - Fla,@MarianaeMaiara,18 min,"AO VIVO!

Estudiantes x Flamengo | pré-jogo, narração e pós-jogo | Libertadores 2026 | 3ª rodada"
Santos,celebs br | world,@rebeldartht,18 min,Larissa Santos
Vasco,✠ CRVG em demasia ✠,@DonatelloMilagr,18 min,"@crvasco_br
 @VascodaGama
 gol e assistência do homem. CARGA NELE PRA COMPOR ELENCO. Corram atrás antes q o vitória ou o internacional contratem. PRECISAMOS de mais pontas de qualidade, especialmente na esquerda"
Cruzeiro,amigodowalace☭⃠¹⁹²¹,@julio_renner,18 min,"Se juntar os dois não da um cruzeiro 
E seu time jogou serie C"
São Paulo,Pablo,@pcmfarma,18 min,Cara nem chance tem. Perder msm de fato só foi aquele do São Paulo de resto só bola ruim. As que teve condições ou fez ou o goleiro salvou com a boa defesa como no jogo fora de casa na sul-americana. Ele é um vegetti. Se achar chance vai fazer os gols. Mas o time nem isso cria
Santos,Baillarina,@CoraCoral997061,18 min,"Os santos ilibados, honestíssimos"
Palmeiras,lavi,@lovesickirl,18 min,psg x bayern não é nada perto do que vai ser palmeiras x cerro porteño daqui a pouco
Palmeiras,TECGOL,@canaltecgol,18 min,"CERRO PORTEÑO x PALMEIRAS AO VIVO Libertadores 2026 3ª Rodada | Narração 
youtube.com/live/RAmP0EcSW
… #CCPxPAL"
Flamengo,math,@malyiciazx,18 min,ganha hoje flamengo plmds
Palmeiras,madoka_palmeirense.wav (sem twt),@Siilverdao,18 min,"fodase o palmeiras hoje, agora é copa do nordeste e copa verde"
São Paulo,Jéssy⁷,@jessjmvt,18 min,E dá-lhe mais decisões HORRÍVEIS do São Paulo F.C
Fluminense,Lance! Fluminense,@lance_flu,18 min,"Hulk encaminha rescisão com Atlético-MG e acordo com Fluminense 
lance.com.br/futebol-nacion
…"
Cruzeiro,Diego Henrique Alves,@DiegoHA_oficial,18 min,"A comissão técnica do Cruzeiro ficou 'assustada' com o clima da torcida no Mineirão, no duelo contra o Boca Juniors. Pessoas da comissão chegaram a afirmar que ""nunca viram nada igual"". 

Artur Jorge foi flagrado durante o hino nacional e ficou sorrindo vendo a torcida cantar,"
Flamengo,Ibson da Depressão,@ibsondepressao,18 min,"Flamengo vai jogar hoje, faz um vermelho aí."
Cruzeiro,Zé Padilha,@ZPadilha1,18 min,"Maiores nomes de MG? Maluco não entende nada de futebol mesmo, Cruzeiro com Tostão, Dirceu Lopes e Alex,  Atletico com Cerezo, Éder, Reinaldo e nego passando vergonha na internet."
Corinthians,Podre di Rico,@podrediRico,18 min,"@cacacatalao
 se afaste de vez dos gaviões, fiscalizadores mais omissos da história, tão preocupados com caravanas, carnaval e deixando de fazer protesto no estádio pedindo expulsão de quem lesou o Corinthians de pedir intervenção judicial o mínimo que eles deveriam fazer."
Palmeiras,ᶜʳᶠ GS. KAMIKAZE,@sasori0330,18 min,"no brasileiro temos no mino 6 pontos para batalhar com o palmeiras mais os 3 do jogo a menos. ganhar os 3 pontos hj e preticamente se classificar seria o mais importante, ai seria só se concentrar no BR"
Vasco,Isaa | VAI VER O EN-,@cortiscolic,18 min,"vasco vasco, faz vasco por favor"
Flamengo,Antônio Mendes,@prantoniomendes,19 min,Não tô acompanhando. Mas no flamengo foi dois anos quase que inúteis!
Corinthians,Janis on my mind,@Cristinelson69,19 min,"Prattes, charles e poatan. Infelizmente nossos dirigentes só querem saber de poder e roubalheira. Antigamente tínhamos o maior lutador de mma da história do país lutando com o escudo do Corinthians no calção"
Grêmio,Gabriel Colombo,@col30262,19 min,"É mto fácil jogar no Grêmio, time da folga"
Botafogo,André F.,@andbotafogo94,19 min,"Botafogo tem q ficar de olho no Alesson, pra um time de operários ano q vem.... Tá jogando bem no Mirassol."
Palmeiras,Freddy-Flamengo,@Fred107761,19 min,Bap preocupado com a saída do Palmeiras da Libra.
Flamengo, Helder Vendramini,@hlvprado,19 min,"Já vi torcedores de Flamengo e Vasco se matando na porta de São Januário, do Maracanã, entre outros. Torcida única não resolve nada, só aumenta a distância e contribui para mais atitudes assim."
Vasco,Dionysos,@KrKaiam,19 min,"[29/04, 20:43] Manu Lima: Agora so uma transa daquelas boa
[29/04, 20:44] comunista sem iPhone: Estou indo. Vou só chamar Uber aqui!
[29/04, 20:45] Manu Lima: Okk

Deus é bom. Ruim é o Vasco. Kkkkkkkkkkkk"
São Paulo,Sandroka13,@sandraselmasr,19 min,"Quando Tarcísio recusou livros didáticos do MEC e adotou livros digitais, ele impôs à São Paulo um retrocesso que a Finlândia já havia descoberto."
Santos,Pedro ˢᵉᵖ ⓟ,@sou_algm,19 min,"Eu respeito o Santos mesmo sendo meu maior saco de pancada e de td mundo, viúva do Pelé

E sim pior que assisto todos os jogos do Santos por causa do Neymar, e lembra, falou do Dudu mas o ídolo do seu time é o Robinho kkkkkk

N se pode cobrar mto do ney com um time medíocre desse"
Fluminense,Lucas Marques,@lucasmarques281,19 min,"A proposta de mesclar o time pro clássico até é válida, mas o Barba exagerou nas escolhas. Positivo só o retorno do Ivan Roman, que tinha sido deixado de lado após a falha contra o Fluminense. No mais, Igor Gomes reaparecendo não faz sentido, e a insistência em Scarpa, Dudu e"
Botafogo,Mah ★彡 “Eu acredito em Deus mas…”,@mahandfaves,19 min,Cris compra o Botafogo por favor 
Santos,Og_the_dog,@og_the_dog,19 min,"o time considerado bom, digo, é a seleção brasileira... pois os defensores dele dizem que ele é prejudicado pelo time ruim do Santos."
Flamengo,Marcos Viana,@M_TadeuViana,19 min,Ala direita do Flamengo está pavorosa ! Mas vamos na Fé !!
Flamengo,Mika,@mikaellyinaciol,19 min,"Se for fácil não é Flamengo viu  
Preparem aí os nossos testes pra cardíaco "
Flamengo,Cristiano Elias Costa,@Cristia31222277,19 min,"Acho que ele não quer deixar o Palmeiras desgarrar,
O Flamengo está bem na classificação da Libertadores, esse time tem condições de uma vitória ou até mesmo um empate o que não é um resultado ruim."
São Paulo,DaviesFla,@DaviesFla,19 min,Seria foda pro nosso São Paulo
Corinthians,Alexandre100fax,@Alexandre1910x,19 min,"Dentro do Corinthians só tem responsáveis ou coniventes para o clube ser oq é hj (quebrado, destruido).

Enquanto a torcida acredita e coelho na cartola, ele é bonzinho pq é velho, vão seguir sendo feito de bobo

Eleição nesse clube? Vai mudar de demonio para capeta. Nada bom"
Flamengo,Marcius Cardozo,@malcardozo,19 min,"Já vi palmeirense defendendo aqui q Danilo (Botafogo) vá para o corinthians, mas nao vá para o Flamengo, senao perde a idolatria… 
Não duvido que prefiram ficar subordibados às benesses ao corinthians do q ver o Flamengo ganhar um pouco mais por direito…"
Flamengo,Andre,@AndreTeles75249,19 min,"So a babacao do formiga com o flamengo, insuperável"
Flamengo,Pedro Henrique Pellegrino,@BranHenriPedro,19 min,"Flamengo é disso mesmo, mas eu tenho a ligeira impressão de que este ranço do mengão está mudando brother. Negócio tá melhorando a cada ano . Vamo "
Internacional,Régis Andrade,@regisandrade32,19 min,Uma análise recente de David Gross trouxe preocupação ao cenário internacional ao destacar que a continuidade da humanidade nas próximas décadas pode não estar garantida.
Corinthians,Rodrigo Marciel,@MarcielTimao1,19 min,Sombra pagando pau pro Corinthians
Vasco,thais,@thaiiszwolf,19 min,"time titular ou reserva do Vasco não quer dizer muito é praticamente a mesma merda, então tanto faz quem vai jogar amanhã. e outra, um time que não ganha nada tem milhares de anos jogar na vagabundagem na sula é uma vergonha"
Flamengo,Júlio César,@JulioCesarDois,19 min,65 mi de euros depois de ter gasto mais de 50 na primeira janela ainda é algo inviável pro Flamengo.
São Paulo,Leticia,@falalelers,19 min,"Vendo 3 ingressos pro show do BTS em São Paulo - BTS WORLD TOUR ARIRANG!!

 Ingresso Pista | Dia 30/10 SP

Vendo, Compro, Ingresso, 
@bts_bighit
, Sp"
Flamengo,oVitu,@0vitu_,19 min,Estupidamente igual o Flamengo ganha amais que os outros e os mané aceitam? Não kk
Vasco,thceltics,@gabrielare1as,19 min,"@beisalla
 esse cara foi presidente do Vasco"
Flamengo,E o Vagabundo ta lá...,@Raphael80482850,19 min,"É legal que vcs acham isso!?!? kkk, 

Isso foi uma vergonha pra vcs.. kk

Leila disse: que SAÍA da Liga e jogue sozinho.. e olha quem vai sair. 
.kkkkk kkkkkkk.

IRONIA DA VIDA..

FLAMENGO GIGANTE.

 - PARA O DESESPERO DOS DETRATORES E HIPÓCRITAS QUE NADA SABEM."
Flamengo,glória maria,@tristecru,19 min,sai na chuva pra ver o flamengo puta que pariu ganha essa porra
Vasco,Juliano AZV,@AzvJuliano,19 min,Tipo torcedor do Vasco.
Cruzeiro,Blog da Raposa,@BlogRaposa,19 min,"O discurso de Artur Jorge no vestiário antes da partida entre Cruzeiro e Boca. 

E escutem o BARULHO ALTÍSSIMO da torcida do Cabuloso ao fundo! 

 TV 
@Cruzeiro"
Fluminense,ge Atlético-MG,@ge_galo,19 min,Empresária de Hulk chega ao Rio para definir termos com Fluminense; Atlético-MG aguarda para rescisão
Fluminense,Jornal O Dia,@jornalodia,19 min,"Fluminense chega a acordo com Hulk e aguarda rescisão com Atlético-MG 
odia.ig.com.br/esporte/flumin
… #ODia #Esporte"
Santos,carol,@tuittacaroliine,20 min,"12. o príncipe de gelo - Gabby Santos
★☆☆☆☆"
São Paulo,𝐆𝐚𝐛𝐫𝐢𝐞𝐥𝐑𝐉𝟏𝟏𝟕,@GabrielRJ117,20 min,São Paulo.
Flamengo,Gibson,@GibsonGabriel20,20 min,"Flamengo ganha hj pessoal , relaxa"
Vasco,De Laurentis,@delaurentiis_br,20 min,Vai para o Vasco.
Fluminense,leonardo Brant,@brantjr,20 min,"Fluminense é o ""retiro dos artistas"" no âmbito do futebol."
Palmeiras,Rose,@Rosebright18,20 min,"Se tirar os gols do campeonato baiano, não sobra muita coisa. No brasileiro, o saldo do Palmeiras é 13, o do Bahia, 3, mesmo com 6 gols pros a mais."
Grêmio,Jardim,@hrqcj,20 min,"Daí quando o Renato mandava o auxiliar e o sub-20 pra jogar Libertadores tu aplaudia, né? Criador de crise do caramba, só sabe criticar. Grêmio precisa de menos “torcedor” que nem tu. Comédia!"
São Paulo,tudo passa,@CarinCarlos,20 min,"Mulher policial é muito pra frente, não é atoa a policialzinha lá em São Paulo matou a esposa de um cara."
Vasco,Babu do BBBOSTA,@Colibri36161035,20 min,"Eu tomei NOJO de 90% desse elenco. Jogadores como Léo Jardim, PH, Puma, Saldivia, Cuesta, RR, Píton, Cocão, Jair, Rojas, Lucas Freitas, JP, DVD, Hinestroza, Hugo Moura, 2 Tchê são um horríveis que só tem chance no Vasco. Um clube completamente FRACASSADO!!!"
Palmeiras,Tips_br,@TIPS_BR,20 min," Dupla Gabarito da  Liberta 

 To fechado na Dupla chance do Palmeiras e HA +2 do FLA, onde pode perder por até 1 gol de diferença.

 Odd. 1.65 | 1u

  Betano: 
bdeal.io/Betano/48818/1"
Grêmio,Victor Padilha,@victorpadilhas,20 min,Willian voltando e como capitão! É uma surpresa. Gosto que seja muito próximo da força máxima. Jogo que o Grêmio não pode negociar perder pontos.
Flamengo,Radio Destino FM 97.9,@radiodestino979,20 min," ¡ONCE CONFIRMADO! 

#EDLP  #Flamengo 
 #Libertadores"
São Paulo,bernie from the block,@bernardo_sc,20 min,se São Paulo é a cidade mais feliz então eu quero ser triste
Fluminense,'-',@GoldoGalo2,20 min,"Fluminense não é rival assim não cara, tá maluco kkkk"
Santos,João Bastos,@jbastinhos,20 min,"Vexame, por isso vou de Zema ou Renan Santos"
São Paulo,Jose Oliveira,@JoseOli25873009,20 min,"Os trens em São Paulo, são excelentes, é o meu meio de transporte diariamente, quanto a violência isso é no Brasil inteiro, e Tarcísio está fazendo mudanças estruturais em São Paulo nunca se viu tantas obras."
Vasco,PITBULL DO SAMBAᶜʳᶠ,@Alexsan69066839,20 min,"Vai torcer pro Vasco, seu maluco"
Internacional,Ana Paula,@shosanna_x,20 min,"A mãe da minha cunhada fez sua primeira viagem internacional quase aos sessenta anos, e ela é bem disposta, cheia de vida, e sempre aproveitou muito bem a vida, nunca é tarde pra ser feliz"
Fluminense,Ramon Borges,@oRamonBorges,20 min,"Tem que bater 13 jogos amigão , Hulk tá saindo com 12 jogos e vai poder jogar pelo Fluminense fora que passando de fase nas Copas pode fazer alterações de atletas então esse seu textinho cai por terra "
Palmeiras,FL4MEN9O TETRA,@Miguelpafe,20 min,Briga primeiro com palmeiras aí quem é o maior de SP
Grêmio,Allan,@Allantricampeao,20 min,O time foi pensado e escalado pra perder! Mas como o Grêmio é GIGANTESCO podemos não perder. Bora lá.
Santos,Laberinto,@Edu90Lic,21 min,Giovani dos Santos
Corinthians,Gols do dia,@GolsDoDiaSCCP,21 min,"@Corinthians
 4 x 2 Bandeirante De Birigui

 Carlos, Édson Boaro (Aílton), Mauro (Marco Antônio Paes), Edivaldo e Dida. Biro-Biro, Paulo César e Éverton Nogueira. Jorginho,  Índio e João Paulo. Técnico: Basílio

 2x Éverton Nogueira/2x Índio 

 29/04/1987 (Quarta-feira)"
Santos,Og_the_dog,@og_the_dog,21 min,"compeensível, mas é um jogo extremamente importante para o Neymar e, principalmente, para o Santos q esta na zona de rebaixados. Se for para dar 1 chance para ele na seleção, q seja no jogo contra o Panamá no Maracanã e vamos ver como ele se comporta com um time considerado bom."
Flamengo,pe.Dro,@chapeicrf,21 min,"flamengo 
fluminense 
palmeiras 
bahia 
G4

não jogou contra flamengo
contra o fluminense foi constrangedor 
não vai jogar contra o palmeiras 
contra o bahia nem foi 

neymar que ser convocado jogando a jungle league da sul-americana ?"
Corinthians,gugaaa,@SCCPguga_,21 min,"Eu vou viver e aproveitar o Corinthians o quanto antes. Na pegada que vai, com esse monte de ladrão lá dentro e cada dia, o corintiano tem mais um desgosto. O Corinthians não vai se manter muitos anos se continuar assim,é torcer ou fazer oq for preciso pra uma dar ou intervenção"
Internacional,@Ilsebwooky,·,,Dia internacional da dança e eu dancei pra KRLH
Palmeiras,Nathan,@NatanRi47663049,21 min,"Não é possível que o Palmeiras não aprendeu nada com as contratações erradas de Emi Martinez,Atuesta,Tabata,Facundo Torres...se tem dinheiro pra gastar vai logo em jogadores bons que venham pra resolver e não ficar gastando com esses bagres"
Botafogo,𝖗𝖆𝖋𝖆 𝖒𝖔𝖗𝖆𝖊𝖘,@rafamoraes29_,21 min,"Boca, Peñarol, Santos e Botafogo.

Os colossos de 60 com potencial pra serem os maiores da America

mas adivinha qual desses ai mais se fudeu? KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK"
Corinthians,Paulo Assunção,@passuncao,21 min,Corinthians é o mini Brasil...
Santos,Futebol Arte,@10futebolarte_,21 min,"+ brasileiro, Romário, Branco e Dunga marcaram, porém Márcio Santos desperdiçou. Entre os italianos, Albertini e Evani balançaram as redes, mas Baresi, Massaro e Roberto Baggio erraram suas penalidades, garantindo o quarto título da Seleção Brasileira."
Flamengo,Bruno Pet,@obrunopet,21 min,"E continua o revezamento da lateral-direita no Flamengo. Varela e Royal não foram titulares dois jogos seguidos nenhuma vez sob o comando de Leonardo Jardim. Qual a ideia por trás? Questão física? Adversário? E não, isso não é uma critica. É curiosidade genuína."
São Paulo,LEITELOVE,@LuizGui69,21 min,"Um jogador que acho a cara do São Paulo mas nunca vai vestir ela, se chama Dybala, não sei pq mas queria muito ele no São Paulo"
Santos,Cleberson Pereira,@ClebersonP,21 min,"Show do Milhão está de volta no Programa Silvio Santos com Patrícia Abravanel a partir desse domingo (03)
siteinfotv.blogspot.com/2026/04/show-d
…"
São Paulo,Afonso98,@cezarlopes98,21 min,"O centro industrial tecnológico de São Paulo, que por sua vez, é o centro industrial do país. É nessa economia que se quer escala 5x2? Complicado!"
Flamengo,luu,@swingdogusttavo,21 min,"Eu não tive coragem não, fui em mais de  2.5 gols, pelo um gol no primeiro tempo e pro Flamengo fazer 1.5 gol"
Vasco,Victor Martins de Azevedo,@VictorM12654677,21 min,Enfim um torcedor do Vasco consciente! Esperança é a palavra
Santos,Jorge A Wunderlich,@jawun1955,21 min," ALLAN DOS SANTOS COMEMORA: JORGE MESSIAS FOI REJEITADO PELO Senado! 
youtube.com/shorts/5x19_v_
… via 
@YouTube"
Fluminense,anairam still in tsom,@monchiatto_,21 min,o hulk vai jogar no fluminense omg eh o fim do atlético mineiro
Santos,Kay,@kay6ain,21 min,amo nosso hytalo santos
Corinthians,JOÃO CARLOS CÉSAR,@JOOCARLOSC69366,21 min,"Vai Corinthians, e viva o Brasil "
Fluminense,Lance! Fluminense,@lance_flu,22 min,"Bolívar x Fluminense: onde assistir, horário e escalações 
lance.com.br/onde-assistir/
…"
Flamengo,𝚅𝚒𝚌𝚝ó𝚛𝚒𝚊'𝚜 𝚑𝚘𝚞𝚜𝚎,@secrwtlovelarry,22 min,Simplesmente Shakira no aterro do flamengo
Palmeiras,Cléber Miranda,@minhagranacm,22 min,Palmeiras chato pá caraca. Pior que o Kiko bicho.
Flamengo,Arrasca Sincero,@ArrascaSincero_,22 min,Jogos contra Flamengo e Palmeiras que ia dar um upgrade pra ele ir pra Copa ele desfalca....
Palmeiras,Nosso Palestra,@onossopalestra,22 min,"O Palmeiras participa da Libertadores pela 26ª vez, sendo a 11ª consecutiva. Nas últimas oito edições da competição, o Verdão registrou a melhor campanha da fase de grupos seis vezes (recorde continental neste século), sendo três consecutivas, em 2018, 2019 e 2020."
Cruzeiro,ɐsoqɹɐ𐐒 snǝʇɐW,@Mateus_Barbosa,22 min,"Acho um LJ melhor gestor do futebol, mas o AJ me parece ter mais sede de vitória, de ser campeão e isso faz com que o time jogue pra buscar a vitória. Ainda não confio nesse time do Cruzeiro, mas cada dia mais confio no trabalho do AJ. Que consiga ganhar pelo menos um título."
Flamengo,"printf(“Se tiver que perguntar, jamais saberá.”)",@eimatheusgarcia,22 min,"Desgraça vai fazer isso pensando no Domingo, aí a gente vai mal amanhã e chega com o time quebrado pro fds contra o Flamengo. TNC! 
Já tô vendo a demissão dele a vista."
Cruzeiro,louco do Fiel,@P4ulOHenr1que,22 min,"Acho que se ele fizer lá na Bombonera oque fez no jogo de ontem, vai ter o apoio de muitos torcedores, não só os do cruzeiro, tá falando jogador de personalidade, mas o Fato dele não ser tão testado esse ano tudo bem o time não está bem, mas ano passado ele tava bem e não foi"
Santos,Caio A S Diogenes,@caiodiogeness,22 min,"Zema tá juntinho com o Flávio mn , Renan Santos é o único que bate de frente de verdade"
Corinthians,Mariqueira sofredora,@agloriousgoner,22 min,Vai Corinthians (na intenção de ser o amor da sua vida)
Flamengo,Lucas Gabriel,@lg_castello97,22 min,"Vivi para ver o Flamengo poupar grande parte dos seus principais jogadores para enfrentar o Estudiantes, na Argentina, em noite de Copa Libertadores. Novos tempos."
Cruzeiro,Matheus Henrique,@matheuss__1921,22 min,Kkklkkkkkkklkkk cuidado que eles vão mamar todos os torcedores do Cruzeiro em gente 
Corinthians,Rodrigo Marciel,@MarcielTimao1,22 min,"Corinthians já invadiu seu quintal 3 vezes lix000 da REDE GLOBO 
AGORA A MERDA TERCEIRIZADA NAO CONCEGUE FAZER ISSO AQUI EM SÃO PAULO KAKAKAKAKAK"
Flamengo,Rafael Marques Lib,@LibRafael812,22 min,"Flamengo o maior vice campeão de todos os tempos #ChatGPT 
@getv
 @CazeTVOficial
 @g1
 @lancenet
 Vamos começar bem o novo"
São Paulo,aud,@audittorbr,22 min,"Quando eu venho pra São Paulo me desligo quase 100% de rede social, bizarro.
O auge do low profile"
Santos,Marcos Araujo,@A73350867Araujo,22 min,Jaça  o cabeleireiro do Silvio Santos?
São Paulo,Luana,@Luanadly8,22 min,"Ela estava hospedada em um hotel na Mooca em São Paulo essa semana, eu estava no mesmo que ela. Nem olhei de medo dela encrencar comigo hehehe"
Corinthians,Gean,@TheGG123,22 min,"Tão procurando o coelho que o Stabile prometeu pra eles
$ão o$ fi$calizadore$ do Corinthians"
Botafogo,Guto Lage,@gutolage,22 min,"hahahahhahahahahahahahhahahahahaha siiim, o Brasil inteiro conhece seu time como um Botafogo q o Ronaldinho fez ganhar hahahahahhahahahahahhaha"
Flamengo,TECGOL,@canaltecgol,22 min,"ESTUDIANTES x FLAMENGO AO VIVO Libertadores 2026 3ª Rodada | Narração 
youtube.com/live/WZNbuUZZ4
… #ESTxFLA"
Palmeiras,Onlyice,@AAice420,22 min,"A desculpa já mudou? e agr vc vem com outra desculpa? kkkkkkkkkkkkk patético! Contra o palmeiras q ganhou o titulo de vcs ele tb foi o melhor em campo, e pq seu precioso arrascaeta n inflou as stats contra os mesmos times q neymar jogou? chora n esquerdista pobre"
Palmeiras,Cesar Moura,@Moura_Ces,22 min,"Uma coisa que eu falei a pouco. Ele é bom jogador. É o estilo que o Abel gosta, que é ser secretário do lateral direito. Recomposição é com ele mesmo, e depois chute de fora da área. Mas como eu disse, o Palmeiras é ruim de negócio, então é algo improvável contratar um europeu."
Flamengo,ʟɪᴘᴇ,@L1pGm_185,22 min,Jogo do ano. Atrás apenas de Corinthians 2 x 0 Flamengo.
